,team_id,classification,checkedout_path,checksum,comments,file_size,file_type,filename,label,mimetype,config_id,created_by_id,created_on,css,current_state,generation,id,is_current,is_released,keyed_name,locked_by_id,major_rev,managed_by_id,minor_rev,modified_by_id,modified_on,new_version,not_lockable,owned_by_id,permission_id,state,indexed_on
0,,,C:\tmp,F8F1852E9C767165876FE5A9977F9436,,143830,1F6BEC4E228E4FEDA65D1C3647BDA96D,MP2584.pdf,,application/pdf,00099B1373604C328EFDE6AEA975520B,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:06.763,,C363ABDADF8D485393BB89877DBDCFD0,1,00099B1373604C328EFDE6AEA975520B,1,1,MP2584.pdf,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:09.063,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
1,,,C:\tmp,6BC42257D049A804E86045844320877B,,1019,50AF497B7A114235979F882CEC8EFDF6,MP2952.png,,image/png,004DC0AF62F144449835DD43C0006B7A,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:11.910,,C363ABDADF8D485393BB89877DBDCFD0,1,004DC0AF62F144449835DD43C0006B7A,1,1,MP2952.png,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:11.923,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
2,,,c:\tmp\Office,BF91820577EBA7E1DEF9364C4469934F,,3524,992B142FCE6C4EF8B71417220CD7E92D,thumbnail.jpg,,image/jpeg,00939F93510D49759A63275A0E9ED49B,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.073,,C363ABDADF8D485393BB89877DBDCFD0,1,00939F93510D49759A63275A0E9ED49B,1,1,thumbnail.jpg,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.093,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
3,,,C:\tmp,766E0506FD463BE7C35C91DE8517A658,,9720,80F3DE4FA19243B5A4A9DE363DA1C44F,MP2950.scs,,application/octet-stream,00C45135DF1449A2B01A8620A427C6E9,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:51:31.223,,C363ABDADF8D485393BB89877DBDCFD0,1,00C45135DF1449A2B01A8620A427C6E9,1,1,MP2950.scs,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:51:31.233,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
4,,,C:\tmp,A3A1A6DAD82F8E76A296783854F63180,,2825158,1F6BEC4E228E4FEDA65D1C3647BDA96D,MP2953.pdf,,application/pdf,00CA6673A26A4B69AFBBD66DE2373549,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.393,,C363ABDADF8D485393BB89877DBDCFD0,1,00CA6673A26A4B69AFBBD66DE2373549,1,1,MP2953.pdf,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.403,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
5,,,C:\tmp,1837545A5B8EBC8E4F7D5C92432AAD5D,,67558,1F6BEC4E228E4FEDA65D1C3647BDA96D,MP2965.pdf,,application/pdf,00CCDFF0610843B3B856E84742B9CB7D,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.577,,C363ABDADF8D485393BB89877DBDCFD0,1,00CCDFF0610843B3B856E84742B9CB7D,1,1,MP2965.pdf,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.587,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
6,,,C:\tmp,66FDC2A2EEB244F84B1FB19E2653634B,,62793,50AF497B7A114235979F882CEC8EFDF6,Extruder-Assembly-C.png,,image/png,00FF6503DA184024B25D1955ED38BCB4,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.847,,C363ABDADF8D485393BB89877DBDCFD0,1,00FF6503DA184024B25D1955ED38BCB4,1,1,Extruder-Assembly-C.png,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:12.873,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
7,,,C:\tmp,D09C60100863DA05FEA7BC03DD663F38,,8796,679825C8087F41BFB5CC3645C335337E,MP3173.xml,,text/xml,0143DA40E452477E82FB114DAA5762BD,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:51:38.800,,C363ABDADF8D485393BB89877DBDCFD0,1,0143DA40E452477E82FB114DAA5762BD,1,1,MP3173.xml,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:51:38.810,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
8,,,C:\tmp,C021BE4E2B12CCB0F201F3DD2EA8C848,,4682,679825C8087F41BFB5CC3645C335337E,MP2946.xml,,text/xml,018F2F3CB8D145529AF77F8D1CA0FA3B,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:51:29.910,,C363ABDADF8D485393BB89877DBDCFD0,1,018F2F3CB8D145529AF77F8D1CA0FA3B,1,1,MP2946.xml,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:51:29.917,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
9,,,C:\tmp,27309F1E8750A8C400413488E7785C6E,,3734,50AF497B7A114235979F882CEC8EFDF6,MP2675.png,,image/png,01925C0E2FA74E0FB25EABFF9826850D,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:13.047,,C363ABDADF8D485393BB89877DBDCFD0,1,01925C0E2FA74E0FB25EABFF9826850D,1,1,MP2675.png,,A,,,AD30A6D8D3B642F5A2AFED1A4B02BEFA,2021-03-15 20:47:13.060,1,0,,3CA0FD33C589477397D2DBE1BDD855D4,Released,
