,classification,keyed_name,id,created_on,created_by_id,owned_by_id,managed_by_id,modified_on,modified_by_id,current_state,state,locked_by_id,is_current,major_rev,minor_rev,is_released,not_lockable,css,generation,new_version,config_id,permission_id,source_id,behavior,team_id,external_id,external_owner,external_type,is_shared,related_id,sort_order
0,,00587662DB26478BBD70A24A65E8BECF,00587662DB26478BBD70A24A65E8BECF,2017-10-01 12:00:00.000,5268BBF1F02A49C29AF5368A575F0F85,,,2017-10-01 12:00:00.000,5268BBF1F02A49C29AF5368A575F0F85,,,,1,A,,0,0,,1,1,00587662DB26478BBD70A24A65E8BECF,74C205C37E7C4D56BBBE99B52B28431E,B686D759E98C4B48BE17667F2355F250,fixed,,native,Aras.Document.MS-Office,,1,A9BD7010A3C94CE9A4E5F1A0129A57FB,10
1,,04E90F5065054A53940A0690FE2C0539,04E90F5065054A53940A0690FE2C0539,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,04E90F5065054A53940A0690FE2C0539,F0E3A6D242FC4889A9A119EEBC8EC79E,F1D77FF0BC0B4A2DBF8CD4AC31116DBF,float,,viewable,,,1,A943B9AFE8314F50AF4380F19F6CD156,10
2,,066DAFA7E0E74083BA2115F6C73DE486,066DAFA7E0E74083BA2115F6C73DE486,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,066DAFA7E0E74083BA2115F6C73DE486,F0E3A6D242FC4889A9A119EEBC8EC79E,FB7338549FA842D49A978D01D3C19963,float,,viewable,,,1,9FA83338E1EB4B21953D4610E405A2B7,5
3,,08720742DD8B4072A81D96FF0E7C7EFD,08720742DD8B4072A81D96FF0E7C7EFD,2021-03-15 21:09:30.303,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:09:30.310,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,08720742DD8B4072A81D96FF0E7C7EFD,0F7937AD05F0427AB307E79A7746CC29,6EFF659671994EA7BB401718BFCB696D,hard_fixed,,native,Aras.Document.MS-Office,,1,E986F1AD1F2D48DD852A2AAFC343B5DB,5
4,,0CE9CBC5F4324FA1A538F932B04A04DC,0CE9CBC5F4324FA1A538F932B04A04DC,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,,1,A,,0,0,,1,1,0CE9CBC5F4324FA1A538F932B04A04DC,74C205C37E7C4D56BBBE99B52B28431E,2848E23202B24BB29A5232D5D483B936,fixed,,native,Aras.Document.MS-Office,,1,25D4871326084926B1910637A092A4FC,5
5,,0D8D369EE7D9495F88B8980A440416D9,0D8D369EE7D9495F88B8980A440416D9,2017-10-06 22:00:00.000,5268BBF1F02A49C29AF5368A575F0F85,,,2017-10-06 22:00:00.000,5268BBF1F02A49C29AF5368A575F0F85,,,,1,A,,0,0,,1,1,0D8D369EE7D9495F88B8980A440416D9,74C205C37E7C4D56BBBE99B52B28431E,52F1674B89064E2395EEDE373134740F,fixed,,native,Aras.Document.MS-Office,,1,8472153A7C514204A2F36429754BFB3F,5
6,,1142F8CA341645C4AF7C9215DF648A83,1142F8CA341645C4AF7C9215DF648A83,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,1142F8CA341645C4AF7C9215DF648A83,F0E3A6D242FC4889A9A119EEBC8EC79E,0CD7E77D4F564E35A2504FF2DA155444,float,,viewable,,,1,C0D41CD04A994424AC1AEE20BD916DBB,10
7,,141CD39D862B41F3B38DEEDC988E2BC0,141CD39D862B41F3B38DEEDC988E2BC0,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,141CD39D862B41F3B38DEEDC988E2BC0,74C205C37E7C4D56BBBE99B52B28431E,7595529EB4A84B99AD0C5EFF79BE98F7,fixed,,viewable,Aras.Document.MS-Office,,1,92C7A9701773416FA12E85C617196C7B,10
8,,197C0A54439641CB9C8DE7BC42DEEAF4,197C0A54439641CB9C8DE7BC42DEEAF4,2017-10-20 14:15:00.000,98359C81AFB14DDC82E97C6D87ECEBA2,,,2017-10-20 14:15:00.000,98359C81AFB14DDC82E97C6D87ECEBA2,,,,1,A,,0,0,,1,1,197C0A54439641CB9C8DE7BC42DEEAF4,F0E3A6D242FC4889A9A119EEBC8EC79E,7B30F2B879C44F559542EF975631ED58,float,,,,,1,85961B44C70B4AE598BE4D0E13F91527,5
9,,1C610996F05A4B95A0F083E62BFACE8F,1C610996F05A4B95A0F083E62BFACE8F,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,,1,A,,0,0,,1,1,1C610996F05A4B95A0F083E62BFACE8F,74C205C37E7C4D56BBBE99B52B28431E,C130E85DB26846FD80F22AAFFC31E3ED,fixed,,viewable,Aras.Document.MS-Office,,1,62210F154B614230B2FC19460AE36EC1,10
10,,1F06D2EBF1F243029F126A8847F2F346,1F06D2EBF1F243029F126A8847F2F346,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,1F06D2EBF1F243029F126A8847F2F346,74C205C37E7C4D56BBBE99B52B28431E,131E997F727347FD97DF8D93B7627A02,fixed,,viewable,Aras.Document.MS-Office,,1,99CDE3AC6BB14F279D686A88E8AD9FA9,10
11,,21F76F296016499C822D89C6C1105BDA,21F76F296016499C822D89C6C1105BDA,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,21F76F296016499C822D89C6C1105BDA,74C205C37E7C4D56BBBE99B52B28431E,EE16AAF2DCFA473C9331A75D50F4B7E1,fixed,,viewable,Aras.Document.MS-Office,,1,3A4ED7124C024E8C9558ABCE517DDC24,10
12,,2627EBFAE5284901B18FC6F819BD5466,2627EBFAE5284901B18FC6F819BD5466,2021-03-15 21:09:32.390,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:09:32.517,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,2627EBFAE5284901B18FC6F819BD5466,0F7937AD05F0427AB307E79A7746CC29,F9BB6142096542D9942A020B4B28292E,float,,native,Aras.Document.MS-Office,,1,5CDA84671938484DB3E10BFC9028154F,5
13,,2A01E5DA916348F68F82FCE62C7EEE3D,2A01E5DA916348F68F82FCE62C7EEE3D,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-10-04 19:15:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,2A01E5DA916348F68F82FCE62C7EEE3D,74C205C37E7C4D56BBBE99B52B28431E,D24D3DF88AEA44089BEEDA9EB32461A5,fixed,,viewable,Aras.Document.MS-Office,,1,CBE7DF3854624AE785F1E6B66FBD466B,10
14,,2C0FD28D7B1F4A0B85F67DC9E051BD97,2C0FD28D7B1F4A0B85F67DC9E051BD97,2021-03-15 21:09:30.293,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:09:30.300,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,2C0FD28D7B1F4A0B85F67DC9E051BD97,0F7937AD05F0427AB307E79A7746CC29,3FFD483B1EBD40229DD1AE66E4A77EE3,hard_fixed,,native,Aras.Document.MS-Office,,1,D6B84AC396544E619D5A0C73C5B12D04,5
