,classification,keyed_name,id,created_on,created_by_id,owned_by_id,managed_by_id,modified_on,modified_by_id,current_state,state,locked_by_id,is_current,major_rev,minor_rev,is_released,not_lockable,css,generation,new_version,config_id,permission_id,source_id,behavior,team_id,related_id,sort_order
0,,0788A3F522ED4AA2BEB3A05FF7073921,0788A3F522ED4AA2BEB3A05FF7073921,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,D7CE5C4562004DEAB362B73B75E0B6A4,Preliminary,,1,A,,0,0,,1,1,0788A3F522ED4AA2BEB3A05FF7073921,95475AE006E7415794BDC93808DC04D2,FBF11A2028BB4C9EA7E3CDCAD0DF5031,fixed,,868620A39D094D578B23918F84C67F9E,128
1,,25D17A69F4BC4E76A374DBBE9B63BD7C,25D17A69F4BC4E76A374DBBE9B63BD7C,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,D7CE5C4562004DEAB362B73B75E0B6A4,Preliminary,,1,A,,0,0,,1,1,25D17A69F4BC4E76A374DBBE9B63BD7C,95475AE006E7415794BDC93808DC04D2,18600EFF66564595B3545D5638E6E446,fixed,,B226F068029F47AA81CEC1EE6503B571,128
2,,7409F0CF0AC34524B7042C9E92F8D5FC,7409F0CF0AC34524B7042C9E92F8D5FC,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,D7CE5C4562004DEAB362B73B75E0B6A4,Preliminary,,1,A,,0,0,,1,1,7409F0CF0AC34524B7042C9E92F8D5FC,95475AE006E7415794BDC93808DC04D2,1906C46491C0445889D8A828248EF1F8,fixed,,09D0A3F880C34176992D9DDAE11C56F4,128
3,,B2E2CCCCDDA447A98B7DA7104938D80C,B2E2CCCCDDA447A98B7DA7104938D80C,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,D7CE5C4562004DEAB362B73B75E0B6A4,Preliminary,,1,A,,0,0,,1,1,B2E2CCCCDDA447A98B7DA7104938D80C,95475AE006E7415794BDC93808DC04D2,BAD8BAD29FED4C1A83FC83A1253871CD,fixed,,BD1327F5BFB34F43ADBCAD996E4494B1,128
