classification,keyed_name,id,created_on,created_by_id,owned_by_id,managed_by_id,modified_on,modified_by_id,current_state,state,locked_by_id,is_current,major_rev,minor_rev,is_released,not_lockable,css,generation,new_version,config_id,permission_id,source_id,behavior,team_id,external_id,external_owner,external_type,quantity,related_id,sort_order
,018887EE79674B6286A43C63FCA65FFB,018887EE79674B6286A43C63FCA65FFB,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,018887EE79674B6286A43C63FCA65FFB,95475AE006E7415794BDC93808DC04D2,B6DC50A1D493430591C39ECEFDB8D7FA,hard_fixed,,MP2935.SLDPRT,SofTech.Mechanical.SolidWorks,,,FF7A4B9BF669452FA4DC526ED4B72668,10
,0324CE0C0176471A98763E8780E43D80,0324CE0C0176471A98763E8780E43D80,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,0324CE0C0176471A98763E8780E43D80,95475AE006E7415794BDC93808DC04D2,DFA1AB798029407EA24BB494F6B2321C,hard_fixed,,MP2336.SLDPRT,SofTech.Mechanical.SolidWorks,,,FD9BC5D393124DB1A2C407C04832C6CD,10
,041EBB91AFE849EBB2C4D710364DAFE3,041EBB91AFE849EBB2C4D710364DAFE3,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,041EBB91AFE849EBB2C4D710364DAFE3,95475AE006E7415794BDC93808DC04D2,E84C3527841D489B9E288DAE57C97CFA,hard_fixed,,MP2383.SLDPRT,SofTech.Mechanical.SolidWorks,,,8DBCBE397CB24239BA7389178AD9EFF0,10
,06EC1113CE834404B4691A5BFFE7010B,06EC1113CE834404B4691A5BFFE7010B,2021-03-15 21:02:57.403,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:02:57.407,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,06EC1113CE834404B4691A5BFFE7010B,5C07EB829D4241F6BB884952960FAF58,285C1BB764CA40A9BF0B88BB13E02598,hard_fixed,,MP2941.SLDASM,SofTech.Mechanical.SolidWorks,,,C560DB0CE8484790AD9B975258E6EA14,10
,074F1EB239CA43B7B2007774E841F0B4,074F1EB239CA43B7B2007774E841F0B4,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,074F1EB239CA43B7B2007774E841F0B4,95475AE006E7415794BDC93808DC04D2,1398E942DAB948BAA7E0FAEAE04BA921,hard_fixed,,MP1709.SLDPRT,SofTech.Mechanical.SolidWorks,,,FD9648DA647B4E24B0F700420EE8F457,10
,0941C3541E9C4F75B07C71DE879E4AFB,0941C3541E9C4F75B07C71DE879E4AFB,2017-12-01 19:00:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-12-01 19:00:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,0941C3541E9C4F75B07C71DE879E4AFB,5C07EB829D4241F6BB884952960FAF58,0AA62AED57B44C638A83F30D6F4AD77F,hard_fixed,,MP2956.SLDDRW,SofTech.Mechanical.SolidWorks,,,77A787934D504190A3E0ED95EEE2D24C,20
,096B08DCB71B4021832176F8D81D5FC2,096B08DCB71B4021832176F8D81D5FC2,2021-03-15 21:03:10.947,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:09:36.757,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,096B08DCB71B4021832176F8D81D5FC2,5C07EB829D4241F6BB884952960FAF58,9B902DB0F7D0400DB778A54CF32683E2,hard_fixed,,MP0101.SLDDRW,SofTech.Mechanical.SolidWorks,,,9CA03964E3604BE6A7EDF54584945FFA,10
,0A99AFC74DB54EAF879E1783F96F9DBC,0A99AFC74DB54EAF879E1783F96F9DBC,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,0A99AFC74DB54EAF879E1783F96F9DBC,95475AE006E7415794BDC93808DC04D2,CEA5CD3AA9134705A99AD1E3EAD607E8,hard_fixed,,MP2378.SLDPRT,SofTech.Mechanical.SolidWorks,,,14F50447C32C45C0BDAC1CA932E3326B,10
,0B307DBD05594C6E849FA68522AA782C,0B307DBD05594C6E849FA68522AA782C,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,0B307DBD05594C6E849FA68522AA782C,5C07EB829D4241F6BB884952960FAF58,2CDED77371B9446EA4E1D000CB459C5A,hard_fixed,,MP2589.SLDPRT,SofTech.Mechanical.SolidWorks,,,4CA4783E35F3430BB9B164B0E387B686,10
,0E38895D601848DD9E0914CDCD98DA53,0E38895D601848DD9E0914CDCD98DA53,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,0E38895D601848DD9E0914CDCD98DA53,95475AE006E7415794BDC93808DC04D2,F7AB76D5EB174CF1A5A5FF3C73401B59,hard_fixed,,MP0370.SLDPRT,SofTech.Mechanical.SolidWorks,,,6903E39AE4974C2E8D463D7431E4F42A,10
,0F18B1A2CAA34D7E8E2390311BCD3C6F,0F18B1A2CAA34D7E8E2390311BCD3C6F,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,0F18B1A2CAA34D7E8E2390311BCD3C6F,95475AE006E7415794BDC93808DC04D2,FBF11A2028BB4C9EA7E3CDCAD0DF5031,hard_fixed,,MP1868.SLDPRT,SofTech.Mechanical.SolidWorks,,,077A59D57F0D4ADE8245D4CE8F7FEC38,10
,0FB9BF8EAAA9415F955259269E56AA0E,0FB9BF8EAAA9415F955259269E56AA0E,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,0FB9BF8EAAA9415F955259269E56AA0E,95475AE006E7415794BDC93808DC04D2,E8B1817E1F2B48A4AA41C4ADA989B70E,hard_fixed,,MP1913.SLDPRT,SofTech.Mechanical.SolidWorks,,,8497A4DAAD97418F91E3F42C260A4DA0,10
,10C088931F2D4522A446825D9A74C104,10C088931F2D4522A446825D9A74C104,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,10C088931F2D4522A446825D9A74C104,95475AE006E7415794BDC93808DC04D2,DA6A5821D7D043C48309566653A9C432,hard_fixed,,MP1872.SLDPRT,SofTech.Mechanical.SolidWorks,,,A2970F0E36B34DD498246785CE4268F7,10
,10F48F1C0C9E4686A6A0561B8C637959,10F48F1C0C9E4686A6A0561B8C637959,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,10F48F1C0C9E4686A6A0561B8C637959,95475AE006E7415794BDC93808DC04D2,BC5AF2203F90411999247B1C99379588,hard_fixed,,MP2942.SLDASM,SofTech.Mechanical.SolidWorks,,,ECA56E7766E8402D82B94CA3D1C0E1EA,10
,11384EF7BBBE4C6F847FE0AD4E53B8C9,11384EF7BBBE4C6F847FE0AD4E53B8C9,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,,1,A,,0,0,,1,1,11384EF7BBBE4C6F847FE0AD4E53B8C9,95475AE006E7415794BDC93808DC04D2,DFB575A241DC456F8D4FEE188DF5BE3E,hard_fixed,,,,,,A0CAEE5F9A4844779DFF4F902292E4A6,10
,13ED489D60054EB49FD1541475D6947F,13ED489D60054EB49FD1541475D6947F,2021-03-15 21:02:57.470,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:09:36.873,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,13ED489D60054EB49FD1541475D6947F,5C07EB829D4241F6BB884952960FAF58,9A7D49A912214B588EC80CECCCD8587C,hard_fixed,,MP2942.SLDASM,SofTech.Mechanical.SolidWorks,,,F3FD7AF01F274971A2D6331C159B5B0D,10
,1406DAC7DD934A539C61BC491313EE04,1406DAC7DD934A539C61BC491313EE04,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,1406DAC7DD934A539C61BC491313EE04,95475AE006E7415794BDC93808DC04D2,1906C46491C0445889D8A828248EF1F8,hard_fixed,,MP2753.SLDPRT,SofTech.Mechanical.SolidWorks,,,4DB10BE143A348AD9C0323B8FEF215BD,10
,154DC253336D4978A1F89F246E36C5CC,154DC253336D4978A1F89F246E36C5CC,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,154DC253336D4978A1F89F246E36C5CC,95475AE006E7415794BDC93808DC04D2,7A934DA66BC04562A1A729602654AF32,hard_fixed,,MP2664.SLDPRT,SofTech.Mechanical.SolidWorks,,,2C67AE76FC4741738A043965C1EB6360,10
,1731120325974ACE9326849B4128FAD7,1731120325974ACE9326849B4128FAD7,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,1731120325974ACE9326849B4128FAD7,95475AE006E7415794BDC93808DC04D2,29700480275442B2A9F94C18F8ABEEEA,hard_fixed,,MP0138.SLDPRT,SofTech.Mechanical.SolidWorks,,,2C5F428A6C2845E5AF8B421524CF96D7,10
,189794B8E5274C2A85B1871BE79DBB70,189794B8E5274C2A85B1871BE79DBB70,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,189794B8E5274C2A85B1871BE79DBB70,95475AE006E7415794BDC93808DC04D2,D7AA1FEA74E24F45BE593416D955BD9F,hard_fixed,,MP2295.SLDPRT,SofTech.Mechanical.SolidWorks,,,A9B082EBCA64400CB4754AF129EC3412,10
,18B5459D453E450AAFBC927363010F14,18B5459D453E450AAFBC927363010F14,2017-11-28 23:45:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-28 23:45:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,18B5459D453E450AAFBC927363010F14,95475AE006E7415794BDC93808DC04D2,8280D575FED242A89F2B763E5C3496C1,hard_fixed,,MP2936.SLDASM,SofTech.Mechanical.SolidWorks,,,E0670C7290A74193B404247EE304807A,10
,190D7498DEDF4E508DCB9BA8F743A889,190D7498DEDF4E508DCB9BA8F743A889,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,190D7498DEDF4E508DCB9BA8F743A889,95475AE006E7415794BDC93808DC04D2,CF708C83692C4113908F9EEC64BEAE59,hard_fixed,,MP1701.SLDPRT,SofTech.Mechanical.SolidWorks,,,4A2C89D38D404ABEAB7BC5AF9015F26A,10
,192FE536DE3241E58E0D8FC63E232611,192FE536DE3241E58E0D8FC63E232611,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,192FE536DE3241E58E0D8FC63E232611,95475AE006E7415794BDC93808DC04D2,7F2ABFB447CC449A81CC5327643F0F44,hard_fixed,,MP2194.SLDPRT,SofTech.Mechanical.SolidWorks,,,053F1CD1EC9949E88F3CE55883EBCAEA,10
,19464B085F6A42C0BC8A12B1C1D575E7,19464B085F6A42C0BC8A12B1C1D575E7,2017-11-28 23:45:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-28 23:45:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,19464B085F6A42C0BC8A12B1C1D575E7,95475AE006E7415794BDC93808DC04D2,C80FFD3CE7F24CB2B3A806EE5EA870EE,hard_fixed,,MP2350.SLDPRT,SofTech.Mechanical.SolidWorks,,,C7C8D846CEF94EF5B3FDDCE9DDC3A5A9,10
,19C090F45A6A4C2692F7DB06E6076E6C,19C090F45A6A4C2692F7DB06E6076E6C,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,,1,A,,0,0,,1,1,19C090F45A6A4C2692F7DB06E6076E6C,5C07EB829D4241F6BB884952960FAF58,C505C3BB83EC46F383C1E5CFA67AACD2,hard_fixed,,MP0103.SLDASM,SofTech.Mechanical.SolidWorks,,,C91791D95D484AA5B3B006D219272861,10
,1B330F06920A4E91B8581BA4305BD330,1B330F06920A4E91B8581BA4305BD330,2021-03-15 21:03:08.777,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:09:36.977,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,1B330F06920A4E91B8581BA4305BD330,5C07EB829D4241F6BB884952960FAF58,25B24562BD344C45A49CB6A0A6CD6DFC,hard_fixed,,MP2954.SLDASM,SofTech.Mechanical.SolidWorks,,,E376520D4E6F465AA9D69885FD654FE0,10
,1B8902636A0641E5B2798B50821A03F9,1B8902636A0641E5B2798B50821A03F9,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,1B8902636A0641E5B2798B50821A03F9,95475AE006E7415794BDC93808DC04D2,63FDE786A9DD40A5B090511DEB0F6419,hard_fixed,,MP2384.SLDPRT,SofTech.Mechanical.SolidWorks,,,82688BFA66234E379D545F7863BEE166,10
,1BB16FE586ED44B2AD0620565071448B,1BB16FE586ED44B2AD0620565071448B,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,1BB16FE586ED44B2AD0620565071448B,95475AE006E7415794BDC93808DC04D2,01B2F67D451D491D84FD5209F44A8F35,hard_fixed,,,SofTech.Mechanical.SolidWorks,,,EAE8D5E4DF574A249486CE78DB1BF612,10
,20FE32650B584CE1ACC88C74B9E486C5,20FE32650B584CE1ACC88C74B9E486C5,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,20FE32650B584CE1ACC88C74B9E486C5,95475AE006E7415794BDC93808DC04D2,EE5EDA69A81A4839B1CE47116F3287DB,hard_fixed,,MP1531.SLDPRT,SofTech.Mechanical.SolidWorks,,,AD48E6FAC172405EA3157DF335D3DF17,10
,21377DC0A1E747369198A9BB1DA95CF4,21377DC0A1E747369198A9BB1DA95CF4,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,21377DC0A1E747369198A9BB1DA95CF4,95475AE006E7415794BDC93808DC04D2,02963C4DABE44E12A243C5CB3FA322DF,hard_fixed,,MP2407.SLDPRT,SofTech.Mechanical.SolidWorks,,,3495C1126DB14BEA8BB09591260DABAB,10
,21CA082F1F9044558ECFAB4B7B5CD808,21CA082F1F9044558ECFAB4B7B5CD808,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,21CA082F1F9044558ECFAB4B7B5CD808,95475AE006E7415794BDC93808DC04D2,03E6B50FF17441168C73A1FF5ABCF891,hard_fixed,,MP1913.SLDPRT,SofTech.Mechanical.SolidWorks,,,8497A4DAAD97418F91E3F42C260A4DA0,10
,21DFC3DCCD13496FA57F15666D9CD840,21DFC3DCCD13496FA57F15666D9CD840,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,,1,A,,0,0,,1,1,21DFC3DCCD13496FA57F15666D9CD840,95475AE006E7415794BDC93808DC04D2,731FC75EC97642ED9DEB270AB0F0B505,hard_fixed,,MP2940.SLDASM,SofTech.Mechanical.SolidWorks,,,C95BEBB87AC2420CA36118B22150DA2D,10
,22B0148C0BBA4C989F4A73B6BCC4D4D7,22B0148C0BBA4C989F4A73B6BCC4D4D7,2021-03-15 21:02:57.470,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,2021-03-15 21:09:36.923,AD30A6D8D3B642F5A2AFED1A4B02BEFA,,,,1,A,,0,0,,1,1,22B0148C0BBA4C989F4A73B6BCC4D4D7,5C07EB829D4241F6BB884952960FAF58,9A7D49A912214B588EC80CECCCD8587C,hard_fixed,,MP2942.SLDDRW,SofTech.Mechanical.SolidWorks,,,E8D0FD7078C542DFAE02E6B571A31824,20
